title;phones;city;address;instagram;whatsapp;e-mails;url
ЛАГМАН TOWN;+7‒700‒487‒13‒63;almaty;улица Жайдарман, 42;https://www.instagram.com/lagman_town/;https://api.whatsapp.com/send/?phone=77004871363&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;lagmantown@gmail.com;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/3/firm/70000001032522970/76.827719%2C43.225334
SAF SHAIKHANA;+7‒701‒012‒50‒60,+7‒747‒353‒83‒13;almaty;улица Жаркентская, 25;https://www.instagram.com/saf.almaty/;https://api.whatsapp.com/send/?phone=77473538313&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/3/firm/70000001052939856/76.950128%2C43.21885
ГЛАМУР;+7‒702‒168‒31‒23,+7‒707‒568‒58‒34;almaty;улица Хмельницкого, 41;https://www.instagram.com/glamur_almaty_/;https://api.whatsapp.com/send/?phone=77021683123&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001059273785/76.968762%2C43.321596
МАЛЕНЬКИЙ ПРИНЦ;+7‒778‒057‒27‒57;almaty;улица Толе би, 265;https://www.instagram.com/malenkiy_princ_almaty/;https://api.whatsapp.com/send/?phone=77780572757&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001044444614/76.871086%2C43.249055
HANIFA;+7‒775‒250‒86‒68,+7‒701‒130‒38‒38;almaty;проспект Райымбека, 176;https://www.instagram.com/hanifa_halal_cafe/;https://api.whatsapp.com/send/?phone=77011303838&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;hanifa_halal_cafe@mail.ru;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001057210706/76.918482%2C43.267527
ROTANA GRILL LOUNGE;+7‒747‒666‒97‒92;almaty;проспект Сейфуллина, 410;https://www.instagram.com/rotana.grill.lounge/;https://api.whatsapp.com/send/?phone=77476669792&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;rotana2022@mail.ru;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001043707008/76.931657%2C43.265608
THE GREEN STATION;+7‒777‒717‒09‒99;almaty;проспект Назарбаева, 139;https://www.instagram.com/greenstation_almaty/;https://api.whatsapp.com/send/?phone=77777170999&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;thegreenstation2020@gmail.com;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001055563812/76.946991%2C43.250437
BUBBLEGUM;+7‒778‒747‒45‒45,+7 (727) 313‒23‒39;almaty;улица Шевченко, 99;https://www.instagram.com/bubblegum_cafe/;https://api.whatsapp.com/send/?phone=77787474545&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;cafe.bubblegum@gmail.com;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001033857759/76.927372%2C43.245229
QONAQ;+7‒701‒199‒17‒77;almaty;улица Зеина Шашкина, 5в;https://www.instagram.com/qonaq_kafe/;https://api.whatsapp.com/send/?phone=77011991777&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001063347652/76.930126%2C43.224039
РЕГИСТАН;+7‒771‒780‒07‒80,+7‒707‒207‒00‒01;almaty;улица Майлина, 210;https://www.instagram.com/registan.almaty/;https://api.whatsapp.com/send/?phone=77072070001&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001063283389/76.98323%2C43.338256
SARANCHA;+7‒705‒441‒37‒04,+7‒706‒651‒55‒29;almaty;улица Масанчи, 23;https://www.instagram.com/sarancha_almaty/;https://api.whatsapp.com/send/?phone=77066515529&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;sarancha0108@gmail.com;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001063164769/76.928014%2C43.260615
GARDIZI;+7‒747‒111‒97‒27;almaty;микрорайон Кокжиек, 53/2;https://www.instagram.com/gardizi.kz/;https://api.whatsapp.com/send/?phone=77471119727&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001036422762/76.922629%2C43.354757
ШАШЛЫЧОК НА ПАСТЕРА-СМАЙЛ;+7‒702‒000‒29‒29,+7‒777‒809‒09‒08;almaty;улица Макатаева, 29;https://www.instagram.com/smilealmaty/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/9429940001592556/76.960066%2C43.265212
DREAMS ALMATY;+7‒705‒140‒00‒10,+7‒747‒117‒47‒83;almaty;улица Каирбекова, 35а;https://www.instagram.com/hookah_dreams_almaty/;https://api.whatsapp.com/send/?phone=77471174783&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;hd_almaty@bk.ru;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/4/firm/70000001031629360/76.96112%2C43.260461
PRESSO;+7‒701‒539‒78‒58;almaty;улица Толе би, 50-54;https://www.instagram.com/by_presso/;https://api.whatsapp.com/send/?phone=77015397858&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;www.presso.kz,anna.kim@presso.kz;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/9429940001695197/76.949516%2C43.254978
ЖАКСЫЛЫК;+7‒747‒080‒53‒64,+7‒707‒750‒47‒54;almaty;улица Ак-Кайнар, 59;https://www.instagram.com/jaksylyk_cafe/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001033597467/76.841245%2C43.311388
BARBQ BOWLING & GRILL;+7‒771‒191‒96‒16;almaty;улица Жандосова, 83;https://www.instagram.com/barbq.bowling/;https://api.whatsapp.com/send/?phone=77711919616&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001062087972/76.858632%2C43.207402
SYDYK;+7 (727) 229‒22‒22,+7‒700‒220‒36‒23;almaty;улица Желтоксан, 155;https://www.instagram.com/sydyk_camel_milk/;https://api.whatsapp.com/send/?phone=77003381110&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001033784044/76.940768%2C43.244535
RESIDENT HOTEL KAZYBEK BI;+7 (727) 339‒22‒66,+7‒777‒715‒88‒55;almaty;улица Желтоксан, 89;;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001065205295/76.938366%2C43.256687
GINGER SUSHI;+7‒702‒221‒88‒80,+7‒707‒740‒40‒09;almaty;улица Жандарбекова, 128;https://www.instagram.com/ginger_sushi_/;https://api.whatsapp.com/send/?phone=77022218880&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;scouser-88@mail.ru;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001031931340/76.89858%2C43.237782
JANYM SOUL;+7‒708‒508‒15‒55;almaty;улица Жандосова, 58/1;https://www.instagram.com/janymsoul.ala/;https://api.whatsapp.com/send/?phone=77085081555&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001052077656/76.897493%2C43.230401
АЛАТАУ;+7‒701‒301‒80‒04,+7‒701‒225‒11‒11;almaty;улица Казыбек Тауасарулы, 53;;https://api.whatsapp.com/send/?phone=77012251111&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/9429940000792003/76.898081%2C43.176415
COLIBRI;+7‒700‒744‒10‒10;almaty;улица Гоголя, 166;;https://api.whatsapp.com/send/?phone=77007441010&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;colibri166@gmail.com;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001065576390/76.914054%2C43.257443
4YOU;+7‒707‒750‒80‒72;almaty;улица Жандосова, 27г;https://www.instagram.com/four_you_lounge_bar/;https://api.whatsapp.com/send/?phone=77077508072&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001060355385/76.891523%2C43.228254
MASAKA;+7‒747‒883‒45‒89;almaty;улица Наурызбай батыра, 50;https://www.instagram.com/masaka_kz/;https://api.whatsapp.com/send/?phone=77478834589&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001056940054/76.936082%2C43.261182
DOFG CYBER LOUNGE;+7‒705‒750‒20‒20;almaty;улица Прокофьева, 230;;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/5/firm/70000001062806857/76.876726%2C43.237039
MEDUZA;+7‒707‒775‒84‒94;almaty;улица Утеген батыра, 90;https://www.instagram.com/meduza_almaty/;https://wa.me/77077758494?text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5!%0A%0A%D0%9F%D0%B8%D1%88%D1%83%20%D0%B8%D0%B7%20%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F%202%D0%93%D0%98%D0%A1.%0A%0A;apple02.kz@mail.ru;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/6/firm/70000001036344075/76.859563%2C43.239692
НА РАЙОНЕ;+7‒778‒344‒90‒00;almaty;микрорайон Жетысу-4, 2а;https://www.instagram.com/cafe_na_rayone/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/6/firm/70000001060021352/76.837523%2C43.219806
COLIBRI;+7‒700‒744‒10‒10;almaty;улица Гоголя, 166;;https://api.whatsapp.com/send/?phone=77007441010&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;colibri166@gmail.com;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/6/firm/70000001065576390/76.914054%2C43.257443
COFFEE MOON;+7‒702‒606‒26‒02,+7‒700‒288‒80‒53;almaty;улица Манаса, 51;https://www.instagram.com/coffeemoon.kz/;https://api.whatsapp.com/send/?phone=77002888053&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/6/firm/70000001064283288/76.908722%2C43.236502
KARAKUM;+7‒708‒698‒33‒57;almaty;шоссе Северное Кольцо, 86/2;;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/6/firm/70000001063938651/76.898753%2C43.311228
LAGRAM;+7‒702‒796‒59‒79;almaty;улица Майлина, 79;https://www.instagram.com/lagram_almaty/;https://api.whatsapp.com/send/?phone=77027965979&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;bereke1919@gmail.com;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/6/firm/70000001059268918/76.982457%2C43.338783
ШИШКА EDITION;+7‒702‒666‒69‒33;almaty;улица Кажымукана, 49;https://www.instagram.com/shishka.edition/;https://api.whatsapp.com/send/?phone=77026666933&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;shishka.edition@mail.ru;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/6/firm/70000001044148861/76.954542%2C43.225724
BOUNTY;+7 (727) 224‒95‒05,+7‒702‒055‒95‒05;almaty;микрорайон Жетысу-2, 83/1;https://www.instagram.com/banya.bounty/;https://api.whatsapp.com/send/?phone=77020559505&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;info@banya-bounty.kz;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/6/firm/70000001024922299/76.846437%2C43.221735
TERRA;+7‒702‒111‒69‒11;almaty;проспект Аль-Фараби, 140а/1;https://www.instagram.com/terra_bar_restaurant/;https://api.whatsapp.com/send/?phone=77021116911&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/6/firm/70000001060618029/76.920877%2C43.211441
GINGER SUSHI;+7‒702‒221‒88‒80,+7‒707‒740‒40‒09;almaty;улица Жандарбекова, 128;https://www.instagram.com/ginger_sushi_/;https://api.whatsapp.com/send/?phone=77022218880&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;scouser-88@mail.ru;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/6/firm/70000001031931340/76.89858%2C43.237782
LALI;+7‒747‒107‒65‒80;almaty;проспект Абая, 30а;https://www.instagram.com/the.grape.almaty/;https://api.whatsapp.com/send/?phone=77471076580&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/6/firm/70000001061846036/76.935445%2C43.241019
TOOMAN LOUNGE;+7‒708‒802‒14‒14;almaty;проспект Сейфуллина, 519;https://www.instagram.com/tooman_ata/;https://api.whatsapp.com/send/?phone=77088021414&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/6/firm/70000001063141343/76.931963%2C43.257581
EMPIRE S;+7‒707‒504‒04‒97,+7‒747‒979‒36‒97;almaty;4-й микрорайон, 10в;https://www.instagram.com/empire_s_s/;https://api.whatsapp.com/send/?phone=77479793697&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/7/firm/70000001045374092/76.86145%2C43.226817
MONTANA;+7‒707‒404‒79‒72;almaty;улица Наурызбай батыра, 7Б;https://www.instagram.com/montana.loungebar/;https://api.whatsapp.com/send/?phone=77074047972&text=%D0%97%D0%B4%D1%80%D0%B0%D0%B2%D1%81%D1%82%D0%B2%D1%83%D0%B9%D1%82%D0%B5%21%0A%0A%D0%9F%D0%B8%D1%88%D1%83+%D0%B8%D0%B7+%D0%BF%D1%80%D0%B8%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D1%8F+2%D0%93%D0%98%D0%A1.%0A%0A&type=phone_number&app_absent=0;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/7/firm/70000001040019039/76.934243%2C43.267971
RESIDENT HOTEL KAZYBEK BI;+7 (727) 339‒22‒66,+7‒777‒715‒88‒55;almaty;улица Желтоксан, 89;;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/7/firm/70000001065205295/76.938366%2C43.256687
ELARGI LOUNGE;+7‒705‒226‒06‒06;almaty;улица Яблочная, 19;https://www.instagram.com/elargi_almaty/;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/7/firm/70000001063304552/76.971203%2C43.248803
MIO MAR;+7‒705‒777‒58‒16;almaty;улица Кажымукана, 49;;;;https://2gis.kz/almaty/search/%D0%BA%D0%B0%D1%84%D0%B5/page/7/firm/70000001061531417/76.954608%2C43.225247
